Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalLuasArea,UsiaRumah,TotalKamarMandi,AreaRatio
291,60,3,120.0,15611,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,1,12,13,1,0.0,2,4,2,2,3,0,5,0,5,0,1079,1079,1,0,1,4,1079,840,0,1919,0,0,2,1,3,1,2,8,6,1,2,1,2006.0,1,2,685,2,4,2,0,51,0,0,0,0,0,7,2006,6,5,233230,2998,0,3,0.12292614182307347
292,190,3,55.0,5687,1,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,12,13,1,0.0,3,1,2,3,0,3,4,210,5,0,570,780,1,0,0,4,936,780,0,1716,1,0,2,0,6,1,1,9,6,0,2,1,1980.0,2,0,0,4,4,0,0,184,0,0,0,0,0,3,2008,8,4,135900,2496,96,3,0.30174081237911027
293,50,3,60.0,11409,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,13,14,1,0.0,3,4,1,3,3,3,3,292,5,0,476,768,1,2,1,4,1148,568,0,1716,0,0,1,1,3,1,3,8,3,1,2,1,1949.0,2,1,281,4,4,2,0,0,0,0,160,0,0,1,2009,8,4,131000,2484,60,2,0.1504075729687089
294,60,3,69.0,16659,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,34.0,3,4,1,3,3,3,0,795,5,0,0,795,1,1,1,4,1468,795,0,2263,1,0,2,1,3,1,2,9,6,1,4,1,1977.0,0,2,539,4,4,2,0,250,0,0,0,0,0,3,2006,8,4,235000,3058,29,4,0.13584248754427036
295,20,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,1,6,6,2,238.0,3,4,1,3,3,3,2,1285,5,0,131,1416,1,4,1,4,1644,0,0,1644,1,0,1,0,3,1,3,7,6,2,2,1,1953.0,0,2,418,4,4,2,110,0,0,0,0,0,0,10,2009,8,4,167000,3060,56,2,0.17125
296,80,3,37.0,7937,1,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,1,6,6,1,0.0,3,4,1,3,3,0,2,819,5,0,184,1003,1,4,1,4,1003,0,0,1003,1,0,1,0,3,1,3,6,6,0,2,5,1984.0,2,2,588,4,4,2,120,0,0,0,0,0,0,3,2006,8,4,142500,2006,22,2,0.12637016504976692
297,50,4,75.0,13710,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,13,14,1,0.0,3,4,1,3,3,3,1,420,5,0,490,910,1,4,1,0,910,648,0,1558,0,0,1,1,4,1,3,6,6,0,2,1,1950.0,2,1,282,4,4,2,289,0,0,0,0,0,0,6,2007,8,4,152000,2468,57,2,0.11363967906637491
298,60,1,66.0,7399,1,0,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,1,12,13,1,1600.0,2,4,2,2,3,3,1,649,5,0,326,975,1,0,1,4,975,975,0,1950,0,0,2,1,3,1,2,7,6,1,4,5,1997.0,1,2,576,4,4,2,0,10,0,0,198,0,0,6,2007,8,4,239000,2925,10,3,0.26354912826057575
299,60,3,90.0,11700,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,365.0,2,4,1,3,3,3,0,384,4,175,143,702,1,2,1,4,1041,702,0,1743,0,1,1,2,3,1,3,7,6,1,2,1,1968.0,2,2,539,4,4,2,224,0,0,0,0,0,0,6,2007,8,4,175000,2445,39,4,0.14897435897435898
300,20,3,80.0,14000,1,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,1,6,6,1,0.0,3,2,1,3,3,3,5,0,5,0,1092,1092,1,0,1,4,1152,0,0,1152,0,1,1,0,3,1,2,6,6,1,2,1,1950.0,2,1,300,4,4,2,0,36,0,0,0,0,0,8,2009,8,3,158500,2244,59,2,0.08228571428571428
301,190,3,90.0,15750,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,56.0,3,4,1,3,3,2,1,841,5,0,324,1165,1,4,1,4,1336,0,0,1336,1,0,1,0,2,1,3,5,6,2,2,1,1953.0,2,1,375,4,4,2,0,0,0,0,0,0,0,6,2006,8,4,157000,2501,53,2,0.08482539682539683
302,60,3,66.0,16226,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,1,0.0,2,4,2,2,3,3,2,281,5,0,747,1028,1,0,1,4,1210,1242,0,2452,0,0,2,1,4,1,2,9,6,1,4,3,1998.0,0,2,683,4,4,2,208,50,0,0,0,0,0,5,2007,8,4,267000,3480,9,3,0.1511154936521632
303,20,3,118.0,13704,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,150.0,2,4,2,2,3,3,5,0,5,0,1541,1541,1,0,1,4,1541,0,0,1541,0,0,2,0,3,1,2,6,6,1,4,1,2001.0,1,3,843,4,4,2,468,81,0,0,0,0,0,1,2006,8,4,205000,3082,5,2,0.11244892002335084
304,20,3,70.0,9800,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,12,13,1,0.0,3,4,2,3,3,3,0,894,5,0,0,894,1,4,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,0,2,1,1975.0,2,2,552,4,4,2,256,0,0,0,0,0,0,7,2006,8,0,149900,1788,34,2,0.09122448979591836
305,75,4,87.0,18386,1,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,1,0.0,3,4,0,3,3,3,5,0,5,0,1470,1470,1,0,1,4,1675,1818,0,3493,0,0,3,0,3,1,2,10,6,1,0,1,2003.0,2,3,870,4,4,2,302,0,0,0,0,0,0,5,2008,8,4,295000,4963,128,3,0.1899815076688785
306,20,3,80.0,10386,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,1,5,5,2,246.0,2,4,2,2,3,3,2,1464,5,0,536,2000,1,0,1,4,2000,0,0,2000,1,0,2,0,3,1,2,8,6,0,2,1,2004.0,0,3,888,4,4,2,168,0,0,0,0,0,0,7,2007,8,4,305900,4000,3,3,0.19256691700365877
307,60,3,116.0,13474,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,1,246.0,2,4,1,2,3,3,0,700,5,0,0,700,1,2,1,4,1122,1121,0,2243,1,0,2,1,4,1,2,8,6,1,4,1,1990.0,1,3,746,4,4,2,127,44,224,0,0,0,0,6,2007,8,4,225000,2943,17,4,0.16646875463856317
308,50,4,69.0,7920,1,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,1,0.0,3,1,1,3,3,3,5,0,5,0,319,319,1,4,1,0,1035,371,0,1406,0,0,1,0,3,1,1,6,6,0,2,1,1980.0,2,0,0,4,4,0,0,144,0,0,0,0,0,3,2008,8,4,89500,1725,88,1,0.17752525252525253
309,30,3,69.0,12342,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,12,13,1,0.0,3,4,1,3,3,3,1,262,5,0,599,861,1,0,1,4,861,0,0,861,0,0,1,0,1,1,3,4,6,0,2,5,1961.0,2,2,539,4,4,2,158,0,0,0,0,0,0,3,2009,8,4,82500,1722,69,1,0.06976178901312591
310,20,3,90.0,12378,1,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,1,12,13,1,0.0,2,4,2,0,3,1,2,1274,5,0,622,1896,1,0,1,4,1944,0,0,1944,1,0,2,0,3,1,0,8,6,3,0,1,2003.0,0,3,708,4,4,2,208,175,0,0,0,0,0,11,2006,8,4,360000,3840,3,3,0.1570528356761997
311,60,3,69.0,7685,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,112.0,3,4,2,2,3,3,0,518,5,0,179,697,1,2,1,4,697,804,0,1501,0,0,2,1,3,1,2,6,6,1,4,1,1993.0,0,2,420,4,4,2,190,63,0,0,0,0,0,5,2006,8,4,165600,2198,13,3,0.19531554977228366
312,20,3,50.0,8000,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,12,13,1,0.0,3,2,1,3,3,3,0,680,5,0,292,972,1,0,1,4,972,0,0,972,1,0,1,0,2,1,3,5,6,1,2,5,1948.0,2,1,240,4,4,2,0,0,0,0,0,0,0,5,2009,8,4,132000,1944,61,2,0.1215
313,190,4,65.0,7800,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,1,0.0,3,4,1,2,3,2,4,507,5,0,286,793,1,4,1,4,793,325,0,1118,1,0,1,0,3,1,3,5,6,1,2,5,1939.0,2,2,410,4,4,2,0,0,0,0,271,0,0,5,2006,8,4,119900,1911,67,2,0.14333333333333334
314,20,3,150.0,215245,1,2,2,0,4,2,23,2,2,0,2,7,5,1965,1965,3,1,3,3,1,0.0,3,4,1,2,3,1,0,1236,4,820,80,2136,2,4,1,4,2036,0,0,2036,2,0,2,0,3,1,3,8,6,2,2,1,1965.0,1,2,513,4,4,2,0,0,0,0,0,0,0,6,2009,8,4,375000,4172,44,4,0.009458988594392436
315,70,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,13,14,1,0.0,3,4,0,3,1,3,3,16,5,0,712,728,1,0,1,4,832,809,0,1641,0,1,1,1,3,1,0,6,6,1,2,5,1925.0,2,2,546,1,4,2,0,0,234,0,0,0,0,8,2006,8,4,178000,2369,81,3,0.1709375
316,60,3,71.0,7795,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,1,0.0,2,4,2,2,3,3,2,425,5,0,291,716,1,0,1,4,716,716,0,1432,1,0,2,1,3,1,2,6,6,1,2,1,2004.0,0,2,432,4,4,2,100,51,0,0,0,0,0,7,2009,8,4,188500,2148,5,4,0.18370750481077613
317,60,3,94.0,13005,1,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,1,5,5,1,278.0,2,4,1,2,3,3,2,692,5,0,153,845,1,4,1,4,1153,1200,0,2353,1,0,2,1,4,1,0,10,6,1,4,1,1983.0,1,2,484,4,4,2,288,195,0,0,0,0,0,8,2009,8,4,260000,3198,29,4,0.18093041138023838
318,60,1,75.0,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,1,0.0,2,4,2,2,3,0,5,0,5,0,1088,1088,1,0,1,4,1088,871,0,1959,0,0,2,1,3,1,2,8,6,1,2,1,2006.0,1,3,1025,4,4,2,208,46,0,0,0,0,0,12,2007,8,4,270000,3047,1,3,0.21766666666666667
319,60,3,90.0,9900,1,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,1,6,6,1,256.0,2,4,2,2,3,1,2,987,5,0,360,1347,1,0,1,4,1372,1274,0,2646,1,0,2,1,4,1,2,9,6,1,4,1,1993.0,1,3,656,4,4,2,340,60,144,0,0,0,0,4,2009,8,4,260000,3993,16,4,0.2672727272727273
320,80,3,69.0,14115,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,1,9,10,1,225.0,3,4,1,2,3,0,2,1036,5,0,336,1372,1,4,1,4,1472,0,0,1472,1,0,2,0,3,1,3,6,6,2,4,1,1980.0,2,2,588,4,4,2,233,48,0,0,0,0,0,6,2009,8,4,187500,2844,29,3,0.1042862203329791
321,60,3,111.0,16259,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,1,12,13,2,370.0,3,4,2,0,1,0,5,0,5,0,1249,1249,1,0,1,4,1249,1347,0,2596,0,0,3,1,4,1,2,9,6,0,2,1,2006.0,1,3,840,4,4,2,240,154,0,0,0,0,0,9,2006,6,5,342643,3845,0,4,0.15966541607724952
322,60,3,99.0,12099,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,1,12,13,1,388.0,2,4,2,0,3,0,2,970,5,0,166,1136,1,0,1,4,1136,1332,0,2468,1,0,2,1,4,1,2,10,6,1,2,3,2004.0,0,3,872,4,4,2,184,154,0,0,0,0,0,6,2007,8,4,354000,3604,3,4,0.20398380031407554
323,60,3,86.0,10380,1,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,1,9,10,1,172.0,2,4,1,3,3,1,3,28,0,1474,0,1502,1,0,1,4,1553,1177,0,2730,1,0,2,1,4,1,2,8,6,1,4,1,1987.0,0,2,576,4,4,2,201,96,0,0,0,0,0,8,2007,8,4,301000,4232,21,4,0.2630057803468208
324,20,4,49.0,5820,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,1,12,13,1,0.0,3,2,1,3,3,3,0,256,5,0,906,1162,1,0,1,4,1163,0,0,1163,1,0,1,0,3,1,3,6,6,0,2,1,1955.0,2,1,220,1,4,2,142,98,0,0,0,0,0,7,2006,8,4,126175,2325,51,2,0.1998281786941581
325,80,3,96.0,11275,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,6,13,14,1,300.0,2,2,1,2,3,3,5,0,5,0,710,710,1,0,1,4,1898,1080,0,2978,0,0,2,1,5,1,2,11,6,1,2,3,1961.0,0,2,564,4,4,2,240,0,0,0,0,0,0,6,2010,8,4,242000,3688,43,3,0.2641241685144124
326,45,4,50.0,5000,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,1,8,8,1,0.0,3,4,1,3,3,0,1,116,5,0,604,720,1,3,0,1,803,0,0,803,0,0,1,0,2,1,3,5,6,0,2,5,1941.0,2,2,360,4,4,2,0,0,244,0,0,0,0,12,2007,8,4,87000,1523,66,1,0.1606
327,120,3,32.0,10846,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,1,0.0,2,4,2,2,3,1,2,1619,5,0,100,1719,1,0,1,4,1719,0,0,1719,2,0,1,1,1,1,2,6,6,2,2,1,1993.0,0,2,473,4,4,2,122,30,0,0,0,0,0,5,2008,2,4,324000,3438,15,4,0.15849160981006824
328,20,3,80.0,11600,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,1,13,14,1,175.0,3,4,1,3,3,3,4,565,5,0,818,1383,1,4,1,4,1383,0,0,1383,0,0,1,1,3,1,3,7,6,0,2,1,1960.0,1,1,292,4,4,2,0,45,0,0,0,0,0,4,2006,8,4,145250,2766,46,2,0.11922413793103448
329,75,3,69.0,11888,1,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,1,13,15,1,0.0,3,4,0,3,3,3,5,0,5,0,844,844,1,2,0,0,1445,689,0,2134,0,0,2,0,5,1,2,10,6,0,2,5,1930.0,2,2,441,4,4,2,0,60,268,0,0,0,0,7,2009,8,4,214500,2978,93,2,0.17950874831763122
330,70,4,60.0,6402,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,1,13,15,1,0.0,3,4,2,3,3,2,5,0,5,0,596,596,1,4,0,4,596,596,0,1192,0,0,1,0,3,1,3,6,6,0,2,5,1920.0,2,1,189,1,1,0,0,0,137,0,0,0,0,7,2009,8,4,78000,1788,89,1,0.18619181505779445
331,90,3,69.0,10624,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,1,6,6,1,84.0,3,4,1,3,3,3,2,40,4,264,1424,1728,1,4,1,4,1728,0,0,1728,0,1,2,0,6,2,3,10,6,0,2,5,2002.0,2,1,352,4,4,2,155,0,0,0,0,0,0,11,2007,8,4,119000,3456,43,3,0.16265060240963855
332,20,3,70.0,8176,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,13,14,1,0.0,3,4,1,3,3,3,4,846,5,0,210,1056,1,1,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,0,2,1,1958.0,1,1,308,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,139000,2112,49,2,0.12915851272015655
333,20,3,85.0,10655,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,1,12,13,1,296.0,2,4,2,2,3,3,2,1124,5,479,1603,3206,1,0,1,4,1629,0,0,1629,1,0,2,0,3,1,2,7,6,1,2,1,2003.0,1,3,880,4,4,2,0,0,0,0,0,0,0,10,2009,8,4,284000,4835,6,3,0.15288596902862506
334,120,4,59.0,8198,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,1,12,13,2,146.0,2,4,2,2,3,0,2,720,5,0,638,1358,1,0,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2004.0,1,2,484,4,4,2,192,30,0,0,0,0,0,7,2008,8,4,207000,2716,4,3,0.16565015857526225
335,60,3,59.0,9042,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,1,0.0,3,4,2,2,3,1,2,828,5,0,115,943,1,2,1,4,943,695,0,1638,1,0,2,1,3,1,3,7,6,2,4,1,1998.0,0,2,472,4,4,2,100,38,0,0,0,0,0,7,2008,8,4,192000,2581,10,4,0.18115461181154613
336,190,3,69.0,164660,0,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,1,9,10,1,0.0,3,4,1,3,3,1,0,1249,1,147,103,1499,1,0,1,4,1619,167,0,1786,2,0,2,0,3,1,3,7,6,2,2,1,1965.0,0,2,529,4,4,2,670,0,0,0,0,0,700,8,2008,8,4,228950,3285,43,4,0.010846592979472854
337,20,3,86.0,14157,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,1,12,13,2,200.0,2,4,2,0,3,1,2,1249,5,0,673,1922,1,0,1,4,1922,0,0,1922,1,0,2,0,3,1,2,8,6,1,2,1,2005.0,0,3,676,4,4,2,178,51,0,0,0,0,0,7,2007,8,4,377426,3844,2,3,0.13576322667231758
338,20,3,70.0,9135,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,1,12,13,1,113.0,2,4,2,2,3,0,2,810,5,0,726,1536,1,0,1,4,1536,0,0,1536,1,0,2,0,3,1,2,7,6,0,2,1,2002.0,1,2,532,4,4,2,192,74,0,0,0,0,0,12,2008,8,4,214000,3072,6,3,0.16814449917898194
339,20,3,91.0,14145,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,1,0.0,2,4,1,2,3,2,0,213,5,0,995,1208,1,0,1,4,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,2,1,1984.0,1,2,440,4,4,2,108,45,0,0,0,0,400,5,2006,8,4,202500,2829,22,3,0.11459879816189467
340,20,3,66.0,12400,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,1,13,14,1,176.0,3,4,1,3,0,3,4,585,5,0,630,1215,1,4,1,0,1215,0,0,1215,0,0,1,0,3,1,3,6,6,0,2,1,1958.0,2,1,297,4,4,2,0,0,0,0,234,0,0,6,2009,8,4,155000,2430,51,1,0.09798387096774193
341,60,3,85.0,14191,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,967,967,1,0,1,4,993,915,0,1908,0,0,2,1,4,1,2,9,6,0,2,1,2002.0,0,2,431,4,4,2,135,0,0,0,0,0,0,4,2010,8,4,202900,2875,8,3,0.13445141286731027
342,20,2,60.0,8400,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,1,13,0,1,0.0,1,1,1,3,0,3,5,0,5,0,721,721,1,2,1,4,841,0,0,841,0,0,1,0,2,1,3,4,6,0,2,4,1950.0,2,1,294,4,4,0,250,0,24,0,0,0,0,9,2009,8,4,82000,1562,59,1,0.10011904761904762
343,90,3,69.0,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,1,11,12,1,340.0,3,4,3,3,3,3,5,0,5,0,0,0,5,1,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,2,5,1949.0,2,2,400,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,87500,1040,57,2,0.12172284644194757
344,120,3,63.0,8849,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,616.0,0,4,2,0,3,3,2,28,5,0,1656,1684,1,0,1,4,1684,0,0,1684,0,0,2,0,2,1,0,6,6,1,0,1,2005.0,1,2,564,4,4,2,495,72,0,0,0,0,0,7,2008,8,4,266000,3368,3,2,0.19030398915131652
345,160,4,36.0,2592,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,1,0.0,3,4,1,2,3,3,4,129,1,232,175,536,1,4,1,4,536,576,0,1112,0,0,1,1,3,1,3,4,6,0,2,1,1976.0,2,1,336,4,4,2,182,0,0,0,0,0,0,4,2010,8,4,85000,1648,34,2,0.42901234567901236
346,50,3,65.0,6435,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,1,0.0,3,4,0,3,3,3,5,0,5,0,972,972,1,2,1,4,972,605,0,1577,0,0,1,0,3,1,1,6,6,1,2,5,1939.0,2,1,312,4,4,2,0,0,0,0,0,0,0,10,2006,8,4,140200,2549,67,1,0.24506604506604507
347,20,3,69.0,12772,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,1,0.0,3,2,1,3,3,2,1,498,5,0,460,958,1,4,1,4,958,0,0,958,0,0,1,0,2,1,3,5,6,0,2,1,1960.0,1,1,301,4,4,2,0,0,0,0,0,0,15500,4,2007,8,4,151500,1916,47,1,0.07500782962730974
348,20,3,69.0,17600,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30.0,3,4,1,3,3,3,1,1270,5,0,208,1478,1,0,1,0,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,2,1,1960.0,2,2,498,4,4,2,0,40,0,0,0,0,0,12,2009,8,4,157500,2956,49,3,0.08397727272727273
349,160,3,36.0,2448,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,2,106.0,2,4,2,2,3,3,2,573,5,0,191,764,1,0,1,4,764,862,0,1626,1,0,2,1,2,1,2,6,6,0,2,3,2003.0,1,2,474,4,4,2,0,27,0,0,0,0,0,10,2008,8,4,154000,2390,5,4,0.6642156862745098
350,60,3,56.0,20431,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,5,5,1,870.0,0,4,2,0,3,3,2,1410,5,0,438,1848,1,0,1,4,1848,880,0,2728,1,0,2,1,4,1,0,10,6,2,0,1,2006.0,0,3,706,4,4,2,0,0,0,0,0,0,0,4,2006,6,5,437154,4576,1,4,0.1335225882237776
351,120,3,68.0,7820,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,1,362.0,0,4,2,0,3,3,5,0,5,0,1869,1869,1,0,1,4,1869,0,0,1869,0,0,2,0,2,1,0,6,6,1,2,1,2007.0,1,2,617,4,4,2,210,54,0,0,0,0,0,12,2007,6,5,318061,3738,0,2,0.23900255754475702
352,120,3,69.0,5271,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,1,0.0,3,4,2,2,3,1,2,1082,5,0,371,1453,1,2,1,4,1453,0,0,1453,1,0,1,1,2,1,2,6,6,1,4,1,1986.0,1,2,445,4,4,2,0,80,0,0,184,0,0,12,2006,8,0,190000,2906,20,3,0.2756592676911402
353,50,3,60.0,9084,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,1,0.0,3,4,1,3,0,2,3,236,4,380,0,616,1,4,0,4,616,495,0,1111,0,1,1,0,3,1,3,5,6,0,2,5,1941.0,2,1,200,4,1,2,48,0,0,0,0,0,0,3,2008,5,4,95000,1727,67,2,0.12230295024218406
354,30,4,60.0,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,1,0.0,3,2,0,3,3,3,5,0,5,0,624,624,1,2,1,4,720,0,0,720,0,0,1,0,2,1,3,5,6,0,2,5,2005.0,2,2,484,4,4,2,106,0,0,0,0,0,0,5,2010,8,4,105900,1344,82,1,0.08450704225352113
355,50,3,60.0,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,1,0.0,3,4,1,3,3,3,3,388,5,0,552,940,1,0,1,4,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,2,1,1940.0,2,1,240,4,4,2,0,0,108,0,0,0,0,6,2006,8,4,140000,2535,66,1,0.18988095238095237
356,20,3,105.0,11249,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,1,0.0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,2,1,1995.0,1,2,521,4,4,2,0,26,0,0,0,0,0,8,2007,8,4,177500,2400,12,3,0.10667614899102143
357,20,3,69.0,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106.0,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,2,1,1992.0,1,2,400,4,4,2,120,26,0,0,0,0,0,7,2009,8,4,173000,2325,17,3,0.126189446366782
358,120,4,44.0,4224,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,1,0.0,3,4,2,2,3,3,0,874,5,0,268,1142,1,4,1,4,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,3,1,1976.0,0,2,528,4,4,2,536,90,0,0,0,0,0,8,2007,8,4,134000,2284,31,3,0.2703598484848485
359,80,3,92.0,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,1,120.0,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,2,3,1958.0,2,1,288,4,4,2,168,0,294,0,0,0,0,7,2006,8,0,130000,2414,48,2,0.1950937950937951
360,60,3,78.0,12011,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530.0,2,4,2,2,3,0,2,956,5,0,130,1086,1,0,1,4,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,4,1,1998.0,1,2,592,4,4,2,208,75,0,0,374,0,0,6,2006,8,4,280000,3010,8,4,0.16018649571226376
361,85,3,69.0,7540,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,1,0.0,3,4,1,2,3,0,2,773,5,0,115,888,1,0,1,4,912,0,0,912,1,0,1,0,2,1,3,5,6,1,4,1,1978.0,1,2,470,4,4,2,0,0,0,0,192,0,0,6,2007,8,4,156000,1800,29,2,0.12095490716180371
362,50,3,69.0,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,1,0.0,3,4,1,3,3,3,4,399,5,0,484,883,1,2,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,2,5,1940.0,2,1,240,4,4,0,0,0,0,0,0,0,0,7,2008,8,4,145000,2388,68,2,0.164588801399825
